,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,6,0,6,2,1,0,0,0,0,304166357.0146493,169012942.5259984,0.0,13613.839429070114,0.027031311167342628
1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,0,0,6,0,0,4,1,0,4,0,0,9584377.089154849,155016609.03882754,267200000.0,0.0,0.007247235553899318
2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,2,0,0,1,3,0,103065078.02678776,185770532.51898316,61400000.0,0.0,0.07310862502228889
3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,1,0,7,0,0,57824027.01784471,140360255.31892157,146000000.0,0.0,0.04394832595628929
4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,6,0,0,8,0,1,2,6,2,5,0,0,8233342.654313237,196952932.34627366,176700000.0,340.36983546651675,0.000915028062861989
5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,4,1,0,4,0,0,9584377.089154849,147746262.20798376,400400000.0,0.0,0.007247235553899318
6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,4,0,0,7,0,0,1,2,0,5,0,0,28880653.091632012,138160235.16274667,146000000.0,1271.6867058765229,0.0026835338946954593
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,5,0,0,0,0,0,564396108.199415,125541034.80798872,0.0,0.0,0.3739710669138222
8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,10,1,0,4,0,2,6,0,0,0.0,204291725.66516647,236500000.0,0.0,0.0
9,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,6,1,3,4,0,0,28141079.092006825,180938411.14790237,176700000.0,0.0,0.02165293695152568
10,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,3,0,0,0,3,0,0,4,0,0,6,1,0,0,0,0,58849476.98007326,94565142.31206529,675200000.0,2865.7166962819465,0.00522743922672142
11,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,2,0,0,0,418376067.08560824,46145537.35243985,261300000.0,0.0,0.2902238927945557
12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,6,0,0,5,1,0,0,0,0,533983776.02622867,88189797.45162834,61400000.0,18433.25205574382,0.04155570742693543
13,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,6,0,0,3,1,6,4,0,0,10566808.066323131,154027603.63048142,315200000.0,224.46535164158246,0.002996117120720016
14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,1,0,2,7,0,0,37533555.761339836,184223555.43504372,115300000.0,0.0,0.04925365324759252
15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,3,1,0,0,0,387529784.7343762,96382229.85430971,146000000.0,8435.44967089055,0.09681085654837729
16,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,7,0,0,1,0,0,0,0,286353057.1424669,110113644.37826061,146000000.0,10464.800249972453,0.030919415975559833
17,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,7,0,0,5,0,0,5,5,6,5,0,0,0.0,180565672.05251276,297900000.0,0.0,0.0
18,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,665669469.8134748,34221561.73832255,92100000.0,22158.190730500035,0.05161941969967741
19,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,175802401.41085202,76312210.97442141,297900000.0,6438.977445018778,0.018907589424462124
20,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,3,0,0,7,0,0,6,3,0,0,0,0,68035549.65539213,104992268.0245238,357700000.0,2427.638382949508,0.0077371404014955035
21,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,2,2,0,0,0,0,132905619.26156203,79822310.12679887,636900000.0,0.0,0.09569901729845198
22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,7,0,5,1,1,0,6,0,0,5483785.98637454,197102903.42081195,115300000.0,130.78098961070953,0.0009090258711835519
23,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,6,3,1,3,0,3,28141079.092006825,177466953.41653025,176700000.0,1241.8539254078812,0.0025983524341830814
24,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,5,0,0,4,0,0,0,0,0,132905619.26156203,76738714.44453806,854700000.0,2925.7745288828287,0.03445164622744271
25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,0,0,7,0,3,2,1,1,7,0,0,1249429.0169406326,203428341.93495864,146000000.0,27.980992544992326,0.00019924771483500778
26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,0,0,2,1,0,7,0,2,1249429.0169406326,246068665.07486668,30700000.0,0.0,0.0005534658745416884
27,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,3,0,0,4,0,0,1,0,1,0,5,0,47966545.294667125,123780342.71995173,388400000.0,1713.1888642715073,0.005442098548684549
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,0,2,0,7,0,0,394843257.4354383,130767091.04647315,0.0,7503.104159308192,0.037767625952649375
29,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,7,0,0,6,0,0,2,1,4,4,0,0,0.0,162907023.11913288,594200000.0,0.0,0.0
30,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,6,0,0,0,1,1,1,0,0,71780324.41085786,117136299.14223613,382500000.0,0.0,0.05343090200181518
31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,6,0,0,2,0,1,0,0,0,734400755.8091207,93333732.5867272,30700000.0,12505.301830931621,0.17407916282930663
32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,940035272.2425807,40542362.04798879,30700000.0,16805.218437544572,0.22541964148946048
33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,5,0,3,0,0,103788960.53272238,126162857.8629039,115300000.0,0.0,0.07856571071503946
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,5,6,5,0,0,146882145.93504232,153082294.63887972,84600000.0,0.0,0.1113905915580047
35,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,7,0,0,4,0,0,0,6,0,3,0,0,22409557.344712436,142656813.85441318,473000000.0,415.40975138078926,0.010580337219287904
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1171872423.8895488,37719598.02837785,0.0,45265.92196947563,0.09490265236245463
37,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,1,6,2,5,7,0,0,0.0,202509251.491628,267200000.0,0.0,0.0
38,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,2,0,0,7,0,0,1,3,0,0,0,0,64962840.65076116,92103045.5901713,419100000.0,2344.3237659110755,0.007197424448331177
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,3,6,0,0,0,0,564396108.199415,101616224.9225706,0.0,14698.21914786734,0.056095660037073336
40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,8,0,2,2,2,0,7,0,0,1249429.0169406326,241263543.8297119,30700000.0,27.980992544992326,0.00019924771483500778
41,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,6,0,0,0,1,0,3,0,0,47966545.294667125,115913823.63385794,690800000.0,0.0,0.03628065699123032
42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,1,0,0,0,0,372021884.2939571,85562297.59147796,115300000.0,0.0,0.27250027772915264
43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,0,0,3,2,0,0,0,0,370328385.01479614,98627355.98082218,115300000.0,8992.297943379363,0.09786723417375288
44,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,786406768.137825,28488618.508469995,92100000.0,0.0,0.5936599663769346
45,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,1,0,3,0,0,63230409.0465206,118736587.65346888,230600000.0,0.0,0.046097387127621986
46,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,854580924.8666315,7332080.219521779,92100000.0,0.0,0.6754090341500794
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,1,0,8,1,4,2,2,0,7,0,0,5118071.028532742,322931512.2536722,0.0,154.99934756970282,0.0007642486075161479
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,8,5,3,2,2,0,7,0,0,7495040.827922665,287391369.73827,0.0,145.48980168857017,0.00256034536073923
49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,7,0,0,7,0,1,5,1,0,7,0,0,0.0,238249791.77172175,61400000.0,0.0,0.0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3577935653.340799,6320800.309666242,0.0,143441.2706040232,0.480325742469361
51,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0,173835364.46415597,77177904.32607596,419100000.0,7164.22766540272,0.027441508707348575
52,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,2,2,3,0,0,0,368754891.21960825,91886760.37654491,236500000.0,0.0,0.26502536861235426
53,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,7,0,0,2,0,0,7,0,0,3655131.7530594496,151792258.94308886,369700000.0,0.0,0.0029287347679202067
54,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,854580924.8666315,22585050.269750636,92100000.0,14624.035865945598,0.24314725229402856
55,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,3,0,0,0,7,0,0,9,0,0,0,2,0,3,0,0,8135930.514923975,151608107.90342757,721500000.0,424.2629940994703,0.0006320745454825075
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,5,0,5,1,0,0,0,0,339497365.41665435,168024516.82412905,0.0,0.0,0.2641494748717352
57,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,606115817.3063905,51850484.47302287,213300000.0,9367.83283618504,0.14365086458227286
58,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,3,0,0,0,2,0,0,6,0,0,1,3,0,0,0,0,64962840.65076116,89280281.57056037,419100000.0,2912.477525649525,0.005757939558664939
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,8,0,7,2,1,0,6,0,0,10836148.7631432,270610318.7399347,0.0,0.0,0.008730340219541924
60,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,165926235.05286524,80989941.44705336,419100000.0,0.0,0.2080975053606004
61,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,607287522.138765,21069784.935395602,176700000.0,0.0,0.5354710961139899
62,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,268343226.2143647,6320800.309666242,419100000.0,6000.2938596753565,0.06752210855345148
63,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,268343226.2143647,15063068.18035096,675200000.0,0.0,0.18756141264847626
64,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,5,0,0,0,0,590099297.585649,51989363.13365922,213300000.0,9038.817117203782,0.136165440258829
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,0,4,1,2,0,7,0,0,11473582.089589145,245534939.84131962,0.0,0.0,0.011517465221973019
66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,0,0,0,0,533983776.02622867,92613762.62806463,61400000.0,0.0,0.3462975618911286
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1058152529.8970628,69643919.67047566,0.0,40331.71941743825,0.08640708276197073
68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,7,0,0,7,0,3,3,4,0,7,0,0,0.0,290590036.44459087,30700000.0,0.0,0.0
69,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,216232864.53175727,62977622.793558545,624900000.0,10147.360381861059,0.018425355559803444
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,3,3,3,0,0,0,1058152529.8970628,106999067.046861,0.0,0.0,0.7200590230164228
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,1,6,0,1,0,0,457228350.7931887,144641227.6123553,0.0,0.0,0.29601470699648025
72,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,7,0,0,9,0,0,3,0,0,7,0,0,0.0,166571422.8832735,473000000.0,0.0,0.0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3577935653.340799,6320800.309666242,0.0,0.0,4.002714520578009
74,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,162184385.09993318,68141987.19042079,1110800000.0,3373.3418607071135,0.07213737998146291
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,5,0,1,0,0,856753151.8159747,116674132.90307519,0.0,0.0,0.578466196341691
76,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,786406768.137825,34202711.611239396,92100000.0,22130.677991129036,0.0890489949565402
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1171872423.8895488,36098574.90447149,0.0,0.0,0.7908554363537885
78,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,7,0,0,0,0,3,0,0,0,286353057.1424669,80920091.38669465,146000000.0,13000.975369377544,0.02473553278044786
79,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,7,0,0,0,0,0,2,0,0,69574269.3903674,115158365.30618869,638600000.0,0.0,0.05074141605947804
80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,635160503.6181378,74375599.30189478,61400000.0,0.0,0.40908716802177775
81,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,606115817.3063905,17767801.395336673,213300000.0,19321.155224631642,0.04788362152742429
82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,450033084.42362064,78787483.99975285,115300000.0,20470.94816029135,0.03874544986447555
83,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,7,0,0,5,0,0,0,0,6,3,0,0,614707.1953788372,145051831.44271567,796400000.0,0.0,0.000273500223612586
84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236934074.198617,0.0,30700000.0,106063.27749542648,0.5419382819338256
85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,3,0,0,7,0,0,0,3,0,1,0,0,263783981.83877066,157846388.73858073,61400000.0,13168.779519507949,0.0233024264888173
86,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2,0,0,0,7,0,0,7,0,0,0,1,0,2,0,0,347093.60952820093,141436042.2865927,1232000000.0,14.33618025643533,2.0512516770943955e-05
87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2090220295.911594,6320800.309666242,61400000.0,83033.1225994836,0.2629650078490391
88,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,268343226.2143647,7332080.219521779,893000000.0,0.0,0.18756141264847626
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,1082388492.524347,76513067.39269884,0.0,35681.34840034153,0.1116086363800854
90,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,341978398.5062883,54618200.815356076,297900000.0,0.0,0.27372935330291503
91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,6,0,0,3,1,0,0,0,0,557750628.4089166,89661776.45574602,61400000.0,18036.459547194085,0.04394366963955525
92,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,80594081.37418136,99935538.20793559,624900000.0,1582.6679561771225,0.038935350311734805
93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236934074.198617,0.0,30700000.0,131768.02474725922,0.4335506255470605
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,0,8,1,2,3,1,0,7,0,0,6257263.652359998,336923851.16927505,0.0,0.0,0.006566340129286781
95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,814345774.5315684,24198032.45136138,61400000.0,14056.411667392662,0.19247989690190737
96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2530384872.751007,20299287.62732069,30700000.0,48747.85450953554,0.956209750337299
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,2,0,0,0,0,986914714.253475,87214540.64718986,0.0,0.0,1.0918680987896077
98,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,131141581.30002972,92170815.50183636,758100000.0,0.0,0.09384744957108215
99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,692074160.7421848,84966475.08930689,30700000.0,0.0,0.4857720893443991
100,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,665669469.8134748,34856787.23891449,92100000.0,10743.365202666682,0.15485825909903225
101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236934074.198617,0.0,30700000.0,0.0,3.6129218795588374
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2169589918.495697,28488618.508469995,0.0,85019.5750828301,0.25741603297752513
103,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,885349739.5699614,20299287.62732069,61400000.0,31984.639313021777,0.07526365270046784
104,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,3,0,0,7,1,0,0,0,1,0,0,0,58849476.98007326,114066944.39287087,1015900000.0,0.0,0.043561993556011834
105,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,579656039.2108394,24198032.45136138,236500000.0,21444.90897297847,0.06116812374160187
106,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842589577.0278325,0.0,146000000.0,0.0,2.051206943354596
107,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999279540.4041451,0.0,267200000.0,0.0,1.0416564950978486
108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,1,2,0,0,0,0,754016277.8903909,85944155.9983802,30700000.0,12839.692248044299,0.21722756835752846
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,1171872423.8895488,50630964.32682866,0.0,36435.63794891504,0.11862831545306829
110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,940035272.2425807,34856787.23891449,30700000.0,27899.288421704852,0.09392485062060854
111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,990105684.0307746,28488618.508469995,30700000.0,17789.25037379268,0.2495954168855356
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,1,2,0,0,0,0,986914714.253475,85944155.9983802,0.0,25247.122595615154,0.16378021481844116
113,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,466435733.9143137,35362355.80767165,267200000.0,0.0,0.3499120304175992
114,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,606115817.3063905,8453407.696608048,213300000.0,0.0,0.39903017939520247
115,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733779177.0394526,0.0,388400000.0,32710.135025482636,0.08385188122677975
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3577935653.340799,6320800.309666242,0.0,115459.35607331408,0.6004071780867012
117,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657825596.8060236,0.0,995500000.0,14299.200233551854,0.2160582455660858
118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,7,0,0,1,0,0,7,0,0,9064069.353834413,195306529.10117915,30700000.0,0.0,0.004254420345946138
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,0,3,2,0,4,0,0,134650051.30590528,184748959.73231614,0.0,0.0,0.1645827486122738
120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2131432795.2686856,20299287.62732069,30700000.0,68361.9442594309,0.32666195299389916
121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236934074.198617,0.0,30700000.0,63887.52715018631,1.3006518766411814
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,7,0,0,1,0,0,7,0,0,33281589.25713239,195306529.10117915,0.0,0.0,0.03814045092038275
123,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,82316820.77847429,99935538.20793559,636900000.0,0.0,0.11170880502820216
124,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,2,0,0,0,7,0,0,8,0,0,0,1,0,3,0,0,347093.60952820093,147272814.5235543,1201300000.0,14.33618025643533,2.0512516770943955e-05
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1236385025.8802693,30518832.761027623,0.0,0.0,0.8810042813986828
