,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
126,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,713873938.2212936,20299287.62732069,182600000.0,11697.340227918872,0.17638156109704653
127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,5,0,0,3,1,1,7,0,0,255973131.54129001,168981973.142039,30700000.0,1500.1830445895646,0.05476695878833202
128,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,566715055.6478068,34221561.73832255,146000000.0,12699.342593881309,0.14201937296244468
129,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,268343226.2143647,53925693.5500723,419100000.0,0.0,0.18756141264847626
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1,0,0,0,0,0,831368013.6849298,118542070.87544225,0.0,0.0,0.5655867863070206
131,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,885349739.5699614,20299287.0,61400000.0,0.0,0.6271971058372321
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,3,0,0,0,1061479954.5116739,87798478.0,0.0,0.0,0.742434643352099
133,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,607287522.138765,33377116.0,176700000.0,13273.068543881189,0.19276959460103632
134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,7,0,3,0,1,0,3,0,0,105482459.8118834,191642519.0145489,30700000.0,3776.5128212526197,0.011881884027565112
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3577935653.340799,6320800.309666242,0.0,69547.28271710213,1.440977227408083
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,1,0,8,3,4,3,2,3,7,0,1,3880293.852970075,373581186.4956999,0.0,108.76302811498039,0.000682389059934486
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,1146901094.5150676,72810338.41540392,0.0,0.0,0.8342064209121303
138,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090220295.911594,0.0,61400000.0,40258.48368459812,0.788895023547117
139,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,214735402.31531155,72466683.6900866,690800000.0,0.0,0.15419391159949547
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,7,0,0,0,1,0,0,3,0,200119345.0913194,181464541.5984195,0.0,0.0,0.1542879806926159
141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,940035272.2425807,24198032.45136138,30700000.0,34660.76302743568,0.07513988049648682
142,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,7,0,0,5,0,0,3,6,0,6,0,0,0.0,207053753.08041677,92100000.0,0.0,0.0
143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090220295.911594,0.0,61400000.0,0.0,2.191375065408659
144,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3,0,0,0,6,0,0,7,0,0,0,2,0,0,0,0,48633920.46098013,107598745.3979492,952800000.0,2511.0182360882254,0.0042493688765854335
145,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,264279545.71316904,16373078.863592021,927300000.0,0.0,0.183393219712002
146,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2090220295.911594,12586457.998778107,61400000.0,66835.37330450857,0.32870625981129886
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1236385025.8802693,30518832.761027623,0.0,38416.056653786036,0.13215064220980244
148,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,98493694.45472363,81549293.60973118,509600000.0,2144.909452457941,0.02607481223996474
149,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,566715055.6478068,24198032.45136138,279200000.0,21082.89297812327,0.059174738734351966
150,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,4,0,0,0,0,418376067.08560824,50568850.53128723,176700000.0,0.0,0.2902238927945557
151,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1,0,3,0,0,1679964.945713258,144209338.36131743,727400000.0,0.0,0.0007078651077113975
152,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,264279545.71316904,42486881.40546249,540300000.0,0.0,0.183393219712002
153,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,4,0,0,7,0,0,6,2,0,0,0,0,28435174.441047348,109136356.48634961,478900000.0,606.5515436911253,0.00795535529540523
154,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,3,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0,68035549.65539213,82961897.00337529,877900000.0,3015.983685170212,0.006189712321196402
155,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,3,0,0,2849551.855709022,135065774.03204024,945200000.0,0.0,0.001220066541207349
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,1043499544.2111521,76535389.70804092,0.0,37552.53353028044,0.1008232719141702
157,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,6,0,0,2,1,0,2,0,0,140567058.76117802,115887678.66278014,146000000.0,6298.6323149375585,0.012461067725528513
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,986914714.253475,78361532.32412773,0.0,31365.837012905416,0.1310241718547529
159,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,0,0,2,5,0,3,0,0,57824027.01784471,128763258.45100656,402100000.0,0.0,0.04394832595628929
160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,1,2,2,4,7,0,0,4911192.048002415,204578342.78742066,115300000.0,0.0,0.003502146464178458
161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,5,1,0,7,0,0,146882145.93504232,141980888.60810405,84600000.0,6510.222002763015,0.013366870986960561
162,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,2,1,0,3,0,0,28141079.092006825,126508022.64871812,261300000.0,1241.8539254078812,0.0025983524341830814
163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,940035272.2425807,24198032.45136138,30700000.0,0.0,0.6261656708040568
164,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607287522.138765,0.0,394500000.0,27375.70387175495,0.06425653153367877
165,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,539113365.4099585,32651440.14796943,176700000.0,0.0,0.45372202834084513
166,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,9,0,0,0,2,2,5,0,0,252173743.63953066,165774986.11454868,61400000.0,1453.5051624408943,0.05167694448627111
167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,1,5,9,6,0,0,59725828.40494834,170881801.2428514,84600000.0,0.0,0.046417830530906964
168,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,219466652.579501,72466683.6900866,419100000.0,0.0,0.15694061419846816
169,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358877891.7817898,0.0,297900000.0,0.0,0.25913009891597893
170,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,428150393.8026923,45302221.70263032,267200000.0,0.0,0.3002095251467226
171,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,44715890.90095885,117931661.38091344,466300000.0,2152.531689943635,0.003533702238916043
172,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,216576637.00863525,57881483.85184876,893000000.0,4503.205845770692,0.08853874120174277
173,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,1,3,0,7,0,0,3271031.3122896748,166793593.7347618,230600000.0,0.0,0.0014181401153153792
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,2,2,0,0,0,0,1171872423.8895488,77492711.36850297,0.0,21947.113682170002,0.28470795708736385
175,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,506055166.389995,84898319.78871217,115300000.0,11476.646663798516,0.16668587903205165
176,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,138239612.73223832,86832537.10418466,327000000.0,2834.2087573206295,0.04633784145831837
177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,742144572.5303787,22167818.198803753,115300000.0,0.0,0.5529270210001633
178,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,814345774.5315684,31530112.67088316,61400000.0,0.0,0.5346663802830762
179,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,358877891.7817898,60059307.04971296,213300000.0,16536.85491097904,0.03109561186991748
180,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,286353057.1424669,64648501.49407049,363800000.0,13000.975369377544,0.02473553278044786
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,4,1,2,0,7,0,0,20113469.022749543,241330001.7412152,0.0,0.0,0.025036617585775522
182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,7,0,0,6,0,0,1,0,0,7,0,0,29192543.22573471,192483765.0815682,30700000.0,1177.121022714119,0.004096734706383872
183,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,854580924.8666315,17803345.000196747,92100000.0,24278.184543073745,0.10131135512251191
184,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,7,0,0,7,0,0,0,0,1,7,0,0,8506621.18636506,200342831.5184534,182600000.0,0.0,0.003853752700513134
185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,6,2,0,0,0,0,618289496.515192,98197317.84152521,30700000.0,17191.488278283934,0.06183705145801238
186,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,607287522.138765,11068771.68625446,176700000.0,22035.36769980275,0.08032066441709848
187,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,1,0,0,7,0,0,9064069.353834413,188665751.5707808,115300000.0,0.0,0.004254420345946138
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,845564861.3206155,82156970.73081985,0.0,30690.756619242013,0.06949948628375247
189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,7,0,0,7,0,6,1,1,0,6,0,0,5483785.98637454,237648034.08371428,30700000.0,130.78098961070953,0.0009090258711835519
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,2,2,5,0,0,0,783621488.3821245,109899087.39673904,0.0,13218.04824990614,0.18465570842177192
191,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,600335793.4037393,26620087.93698693,213300000.0,0.0,0.39209923094756927
192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,697994195.9240167,72466683.6900866,30700000.0,18740.43108534899,0.06949084954954311
193,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,665669469.8134748,31530112.67088316,92100000.0,0.0,0.4301618308306452
194,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,342861372.06104827,34221561.73832255,382500000.0,0.0,0.23833725357307936
195,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,6,0,0,2,2,1,5,0,0,10566808.066323131,149889434.25227892,230600000.0,372.64755643622095,0.0012483821336333402
196,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,358877891.7817898,12857587.774250694,297900000.0,8017.869047747415,0.09328683560975243
197,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,666422570.0421323,64986233.87030155,61400000.0,18006.75079315838,0.06671492585605122
198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,3,0,0,326886626.80005455,117445559.4044191,30700000.0,0.0,0.23740530990069586
199,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,5,3,2,0,0,0,100773135.99462262,104879076.15835151,351800000.0,0.0,0.07490268331531161
200,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,3,0,0,5,1,0,0,2,0,0,0,0,47966545.294667125,107985947.41765861,473000000.0,1713.1888642715073,0.005442098548684549
201,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,2,0,0,0,0,1,264896096.13204482,97017795.799766,176700000.0,5743.739649840049,0.06568474366010621
202,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,342861372.06104827,26620087.93698693,297900000.0,7688.853328766158,0.08580141128630857
203,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1,0,0,0,0,87459508.66793093,113857812.31893745,357700000.0,0.0,0.06291292384704632
204,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,2,0,0,1,2,0,175103655.28178424,181753234.60761696,61400000.0,0.0,0.1889951471182566
205,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,1,1,0,0,143498087.21375906,113346662.78129862,176700000.0,0.0,0.10559887190492219
206,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,5,2,0,0,73626881.62959908,120711262.95533235,146000000.0,0.0,0.05313145837945408
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,3,5,1,0,0,0,655659438.6143734,111123146.85374838,0.0,11191.568095536737,0.16954696218903087
208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,486550223.81441474,84966475.08930689,92100000.0,17740.354595913326,0.055795944085155064
209,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,3,2,0,0,0,0,590431749.6439136,80656793.49227306,92100000.0,21413.322006894927,0.04692942095562088
210,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,0,131141581.30002972,101753523.39571542,540300000.0,0.0,0.09384744957108215
211,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,348641395.9636994,34202711.611239396,297900000.0,0.0,0.24526820202071256
212,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854580924.8666315,0.0,92100000.0,30162.073973512797,0.08104908409800951
213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,3,0,3,0,0,0,852687756.6188844,82451846.49426724,30700000.0,14966.263552754688,0.20587244063260812
214,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,0,0,7,2,0,3,0,0,77324171.74291523,170427030.2144013,61400000.0,3273.2524728953704,0.008642705070699192
215,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,637719020.6861998,26620087.93698693,146000000.0,29185.684348904615,0.05844347805398027
216,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,2,3,0,0,0,0,425527235.0877671,104240925.95558158,92100000.0,5270.377856523348,0.09666447248013152
217,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,459882101.8411604,95483268.4697524,182600000.0,6387.796739197112,0.11847219015278022
218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,0,0,1,0,5,0,202976621.6703862,122238973.43177246,115300000.0,7589.43110663265,0.02164329732514357
219,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,4,1,7,5,0,0,28508698.278307453,155229921.67183322,146000000.0,1253.3022172267113,0.002665143264539739
220,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,389828529.08204055,87580135.33853345,146000000.0,9730.564423506514,0.10139549037675542
221,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,282481891.2180529,79798763.90960838,267200000.0,0.0,0.2020926185471242
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,1,1,0,0,0,0,564396108.199415,94921849.07567334,0.0,18260.375788409307,0.044876528029658656
223,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,0,1,7,4,0,0,34144028.7055293,133688398.7744044,176700000.0,754.504472415543,0.008651997337036052
224,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,6,0,0,7,0,0,2,1,4,7,0,0,417962.52374074876,169275837.29584262,400400000.0,19.446524927193984,2.205592497081296e-05
225,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,1,5,0,0,0,0,423040326.9354529,90234485.08542328,213300000.0,5228.500790613642,0.09574224359122953
226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,850551340.877379,76513067.39269884,30700000.0,0.0,0.5793678103175043
227,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,2,0,254606316.23824129,109642491.2690779,146000000.0,11183.529899068248,0.02017785105301584
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,6,0,0,3,5,0,7,0,0,256098685.40376914,169603844.02109584,0.0,2491.133134216547,0.022869223266562776
229,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,3,0,0,3,0,3,0,1,0,0,0,0,58849476.98007326,105125896.9934453,419100000.0,2865.7166962819465,0.00522743922672142
230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,3,0,0,210788262.86365798,110918405.45745277,84600000.0,0.0,0.20310655981071699
231,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,616806544.4123936,76641096.69370905,92100000.0,10584.087432080669,0.14718301270235026
232,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,286353057.1424669,62443154.403125435,402100000.0,0.0,0.20612943983706553
233,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,178233832.35990062,64865209.888750985,261300000.0,6506.833895097847,0.019286172827974714
234,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,605523779.2229303,76951286.58712423,61400000.0,12966.864499792835,0.1501870419589281
235,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,389460909.8957399,82064261.30142266,176700000.0,0.0,0.28109754968245965
236,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,7,0,3,0,1,1,0,0,0,58849476.98007326,125536274.78237706,419100000.0,0.0,0.043561993556011834
237,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,3,0,0,0,590431749.6439136,76901625.63666512,92100000.0,0.0,0.3910785079635074
238,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,3,0,0,7,0,3,0,1,0,3,0,0,34515983.518853866,191642519.0145489,92100000.0,1574.549963006869,0.0029023897425010706
239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,2,1,1,3,0,0,270563385.0412623,133591887.4470439,30700000.0,1838.642253972359,0.05714326340792132
240,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,7,0,0,0,3,0,1,0,0,388197777.64493984,110530599.19260213,61400000.0,7322.868548481545,0.03660155296502011
241,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,6,0,0,0,1,0,3,0,0,10913594.308414979,121429697.67096874,540300000.0,0.0,0.008118561347475274
242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,2,0,0,0,0,370328385.01479614,93204191.37310857,115300000.0,0.0,0.2718534282604247
243,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,264279545.71316904,15063068.18035096,540300000.0,9847.717497577001,0.027508982956800303
244,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,418376067.08560824,34221561.73832255,176700000.0,9392.397880602271,0.10448060140604003
245,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,175802401.41085202,79798763.90960838,297900000.0,0.0,0.12605059616308079
246,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,566715055.6478068,32724179.85197268,146000000.0,0.0,0.3944982582290131
247,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,6,0,0,1,0,0,1,3,0,131467993.99453369,184279680.98929107,61400000.0,2943.0581784754722,0.03379443430947973
248,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,342861372.06104827,35362355.80767165,297900000.0,0.0,0.23833725357307936
249,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2,0,0,0,0,198522617.26898637,92089451.53844428,236500000.0,0.0,0.1457345895934899
250,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,3,0,2,0,89758101.66154216,118095898.96568595,297900000.0,4223.077110365081,0.00752661035734474
251,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,3,0,418376067.08560824,95238097.12632453,92100000.0,0.0,0.2902238927945557
252,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,566715055.6478068,82143711.06969595,61400000.0,0.0,0.3944982582290131
253,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,1,0,7,0,0,8506621.18636506,155228561.84446615,267200000.0,0.0,0.003853752700513134
